ID,Fecha de Nacimiento,Edad,Estado Civil,Género,Numero de Hijos,Departamento,Posición,Pos-género,Salario Base Anual,C. desplazamiento,Horas Extras,€/h xtra,C. Objetivos,Salario total anual,Fecha de Contratación,Antigüedad,Antigüedad Binner,H.FormaciónXantigüedad,Rotaciones,Horas absentismo último año,Nivel de estudios,Teletrabajo,Performace,Engagement,Int.teletrabajo,Int.Nivel de estudios,Int. Posición-Gen,Int.Departamento,Int.Género,Int.Estado Civil
2546,1984-08-15,40,Soltero,Hombre,0,Producción,Operario,Técnico Nivel B,31000,1412,28,414,0,34467.3,2011-02-19,10,>8,28,0,4,Máster,NO,33,3.6,1,3,6,9,1,0
2548,1985-04-22,41,Soltero,Hombre,0,Compras,Técnico Nivel A,Técnico Nivel C,17000,0,28,500,0,18375,2012-02-19,9,>8,27.7,3,4,FP Superior,SI,13.7,0.5,0,1,8,6,1,0
2550,2003-09-29,21,Soltero,Hombre,0,Producción,Operario,Operario,25000,1222,31,307,2259,30227.4,2010-12-26,10,>8,37.4,2,4,Máster,NO,37.1,2.6,1,3,11,9,1,0
2554,1982-09-22,43,Soltero,Hombre,0,Producción,Operario,Comercial,17000,996,31,305,1215,20491.8,2011-07-24,10,>8,36.2,0,3,Grado,NO,12.7,3.2,1,2,9,9,1,0
2558,1970-02-12,61,Casado,Hombre,1,Soporte y Mantenimiento,Técnico de Soporte,IT Soporte Interno,16000,0,49,490,0,17314.5,2017-01-02,4,2-4,58.2,1,7,FP Superior,NO,46.3,0.9,1,1,5,8,1,1
2563,1978-08-12,48,Casado,Hombre,1,Comercial,Comercial,Técnico de Soporte,28000,1457,29,291,0,31234.35,2012-06-11,9,>8,26.4,2,1,Máster,NO,67.7,1.6,1,3,10,7,1,1
2564,1970-02-22,58,Casado,Hombre,0,Soporte y Mantenimiento,Técnico de Soporte,Técnico de Soporte,28000,1678,36,363,0,31543.05,2013-12-23,7,6-8,126.1,1,8,Grado,SI,40.8,1.8,0,2,10,8,1,1
2565,1989-01-03,34,Soltero,Hombre,1,Soporte y Mantenimiento,Manager,Técnico Nivel C,17000,0,39,694,0,18578.7,2009-02-13,12,>8,29.1,1,2,Grado,NO,48.8,2.6,1,2,8,8,1,0
2567,1986-09-02,47,Soltero,Hombre,0,Producción,Operario,Técnico de Soporte,28000,1742,39,390,0,31638.6,2019-09-26,2,<2,74.2,1,0,FP Superior,SI,64.3,3.6,0,1,10,9,1,0
2568,1967-01-17,56,Divorciado,Hombre,0,Producción,Manager,Comercial,17000,982,37,366,1403,20739.6,2009-04-29,12,>8,37.2,1,1,FP Superior,NO,30.9,3,1,1,9,9,1,2
2570,1998-01-17,32,Soltero,Hombre,2,Comercial,Comercial,Comercial,17000,985,48,479,659,20079.15,2016-02-19,5,4-6,27.4,1,4,Grado,NO,86.2,0.9,1,2,9,7,1,0
2571,2007-07-03,21,Soltero,Hombre,0,Producción,Manager,Técnico Nivel A,28000,1307,27,407,0,31199.7,2014-10-16,7,6-8,135.5,3,0,Grado,NO,27.2,3.4,1,2,4,9,1,0
2574,1988-01-03,36,Soltero,Hombre,0,Investigación y Desarrollo,Técnico I+D,Técnico Nivel C,17000,0,35,631,0,18512.55,2009-11-02,11,>8,29.8,0,1,FP Superior,SI,51.8,1.1,0,1,8,2,1,0
2575,1989-06-01,39,Soltero,Hombre,0,Producción,Operario,Técnico Nivel A,28000,1370,26,383,0,31240.65,2014-05-18,7,6-8,122.9,2,0,Máster,NO,27.7,3.2,1,3,4,9,1,0
2576,1964-11-16,62,Soltero,Hombre,0,Producción,Operario,Técnico de Soporte,28000,1982,31,314,0,31810.8,2012-09-19,9,>8,29,0,10,FP Superior,SI,14.1,2.8,0,1,10,9,1,0
2583,1991-12-06,41,Soltero,Hombre,0,Comercial,Comercial,Técnico Nivel B,31000,1417,39,581,0,34647.9,2018-12-07,2,<2,88.8,1,5,FP Superior,NO,69,0.1,1,1,6,7,1,0
2589,1964-12-26,59,Casado,Hombre,0,Producción,Operario,Ingeniero I+D,45000,0,35,1149,0,48456.45,2010-02-05,11,>8,35.7,0,1,Grado,NO,41.3,3.1,1,2,0,9,1,1
2590,1999-02-26,23,Soltero,Hombre,0,Comercial,Comercial,Técnico Nivel A,28000,1313,28,423,0,31223.85,2008-09-03,13,>8,33.2,2,1,Grado,NO,74.3,2.8,1,2,4,7,1,0
2593,1978-08-14,49,Divorciado,Hombre,1,Comercial,Comercial,Técnico Nivel C,17000,0,44,796,0,18685.8,2013-11-17,7,6-8,97.6,4,1,FP Medio,SI,65.7,0.1,0,0,8,7,1,2
2594,2002-03-31,33,Soltero,Hombre,0,Investigación y Desarrollo,Técnico de Soporte,Gerente,35000,0,53,950,0,37747.5,2017-06-04,4,2-4,49,4,0,Máster,NO,33,0.7,1,3,3,2,1,0
2597,1991-06-03,30,Soltero,Hombre,1,Comercial,Comercial,Comercial,17000,997,25,254,1013,20227.2,2007-07-19,14,>8,38.5,1,0,FP Superior,NO,61.9,1.6,1,1,9,7,1,0
2598,1972-12-11,49,Casado,Hombre,0,Soporte y Mantenimiento,Manager,Técnico Nivel B,31000,1470,30,456,0,34572.3,2008-03-17,13,>8,39.7,3,0,FP Superior,NO,14.2,0.1,1,1,6,8,1,1
2602,1980-11-30,47,Casado,Hombre,1,Producción,Manager,Operario,25000,1251,30,301,2812,30832.2,2013-07-29,8,>8,21.3,0,3,Máster,NO,22.7,3.5,1,3,11,9,1,1
2605,1964-09-20,64,Soltero,Hombre,1,IT,Técnico de Soporte,Técnico de Soporte,28000,1608,38,384,0,31492.65,2014-11-27,6,4-6,21.5,0,4,Grado,NO,59.5,0.4,1,2,10,4,1,0
2608,1990-08-17,36,Casado,Hombre,0,Investigación y Desarrollo,Técnico I+D,Operario,25000,1221,32,316,2672,30669.45,2013-03-02,8,>8,34.3,2,2,Máster,NO,15.3,0.6,1,3,11,2,1,1
2609,1970-04-25,63,Casado,Hombre,0,Administración y Finanzas,Manager,Operario,25000,1238,37,371,2979,31067.4,2019-06-10,2,<2,67.2,1,3,Máster,NO,21.6,0.6,1,3,11,5,1,1
2610,1971-12-29,57,Casado,Hombre,1,Comercial,Técnico Nivel C,Técnico Nivel B,31000,1402,37,552,0,34602.75,2014-09-21,7,6-8,97.1,2,3,FP Superior,NO,67.2,2.8,1,1,6,7,1,1
2612,2001-10-18,24,Soltero,Hombre,0,Producción,Operario,Operario,25000,1233,34,337,1782,29770.65,2011-11-20,9,>8,22.2,1,1,Máster,NO,33.1,5.1,1,3,11,9,1,0
2614,1969-11-29,55,Divorciado,Hombre,1,Comercial,Comercial,Técnico Nivel B,31000,1481,28,418,0,34543.95,2011-04-07,10,>8,38.7,2,5,Grado,NO,71.3,1.9,1,2,6,7,1,2
2617,2001-12-27,32,Casado,Hombre,1,Recursos Humanos,Operario,Manager,18000,0,29,0,0,18900,2009-10-22,12,>8,26.4,0,1,FP Superior,NO,14.5,6.4,1,1,12,3,1,1
2617,2000-10-17,32,Casado,Hombre,1,Recursos Humanos,Operario,Manager,18000,0,29,0,0,18900,2008-08-12,13,>8,38.6,0,1,FP Superior,NO,71.5,2.5,1,1,12,3,1,1
2619,1986-11-23,44,Casado,Hombre,2,Soporte y Mantenimiento,Técnico Nivel B,Técnico de Soporte,28000,1183,33,326,0,30984.45,2017-03-13,4,2-4,66.9,0,0,Máster,SI,14.6,1.6,0,3,10,8,1,1
2620,1973-10-20,59,Casado,Hombre,0,Soporte y Mantenimiento,IT Soporte Interno,Ingeniero I+D,45000,0,25,833,0,48124.65,2019-01-29,2,<2,62.4,3,1,FP Superior,NO,13.4,0.3,1,1,0,8,1,1
2623,1958-11-18,64,Soltero,Hombre,0,Compras,Manager,Técnico Nivel B,31000,1462,32,475,0,34583.85,2008-09-18,13,>8,39.9,1,4,Grado,NO,27.5,1.8,1,2,6,6,1,0
2627,1968-04-12,61,Soltero,Hombre,1,Producción,Operario,Operario,25000,1239,31,305,1191,29120.7,2014-11-09,6,4-6,35.5,1,3,Máster,NO,50.8,3.6,1,3,11,9,1,0
2629,1980-12-27,51,Casado,Hombre,1,Recursos Humanos,Técnico Nivel A,Técnico Nivel A,28000,1355,29,433,0,31276.35,2018-01-31,3,2-4,51.4,1,0,Máster,NO,38.7,3.1,1,3,4,3,1,1
2631,1982-02-10,44,Soltero,Hombre,0,Producción,Operario,Operario,25000,1238,33,327,1450,29416.8,2012-05-06,9,>8,25.3,0,0,Máster,NO,40.9,4,1,3,11,9,1,0
2636,1994-02-16,37,Casado,Hombre,0,Compras,Manager,Técnico Nivel B,31000,1478,35,520,0,34647.9,2017-05-03,4,2-4,42.7,0,0,Máster,NO,48.3,0.6,1,3,6,6,1,1
2642,1978-07-26,47,Soltero,Hombre,0,Comercial,Técnico Nivel B,Operario,25000,1238,29,287,673,28557.9,2011-10-22,10,>8,25.1,1,1,Máster,NO,57.1,1.1,1,3,11,7,1,0
2643,1963-02-15,62,Soltero,Hombre,2,IT,Técnico de Soporte,Técnico Nivel A,28000,1353,29,436,0,31278.45,2010-11-14,10,>8,22.7,0,1,Máster,NO,19.2,1.9,1,3,4,4,1,0
2651,1990-07-25,31,Soltero,Hombre,0,Comercial,Comercial,Técnico Nivel C,17000,0,48,866,0,18759.3,2007-12-14,13,>8,38.6,0,2,FP Superior,SI,63,1.5,0,1,8,7,1,0
2652,1996-02-15,29,Soltero,Hombre,0,Producción,Operario,Técnico Nivel A,28000,1316,26,390,0,31191.3,2010-12-24,10,>8,24.3,0,1,Grado,NO,20.8,3,1,2,4,9,1,0
2654,1979-10-17,44,Soltero,Hombre,0,Soporte y Mantenimiento,Manager,Técnico Nivel B,31000,1454,34,505,0,34606.95,2009-08-07,12,>8,36.5,0,2,Máster,NO,37.5,0.4,1,3,6,8,1,0
2655,1979-12-31,45,Soltero,Hombre,0,Compras,Técnico Nivel C,Técnico Nivel C,17000,0,39,711,0,18596.55,2010-08-15,11,>8,24.4,4,3,Máster,SI,24,1.4,0,3,8,6,1,0
2656,1974-07-04,55,Casado,Hombre,2,Producción,Operario,IT Soporte Interno,16000,0,33,334,0,17150.7,2015-03-29,6,4-6,38.6,1,2,Máster,NO,62.5,3.3,1,3,5,9,1,1
2661,1972-11-21,53,Soltero,Hombre,0,Producción,Operario,Operario,25000,1262,35,352,2421,30486.75,2011-06-28,10,>8,24.6,1,5,Máster,NO,32.2,3.7,1,3,11,9,1,0
2664,1988-12-14,37,Soltero,Hombre,0,IT,Técnico de Soporte,Técnico de Soporte,28000,1800,32,322,0,31628.1,2012-06-10,9,>8,33.3,0,1,Grado,NO,50.5,0.9,1,2,10,4,1,0
2669,1972-07-22,53,Soltero,Hombre,2,Comercial,Comercial,Técnico de Soporte,28000,1619,27,275,0,31387.65,2012-02-05,9,>8,23.9,1,7,Grado,SI,70.9,1.1,0,2,10,7,1,0
2670,2001-05-05,29,Soltero,Hombre,0,Comercial,Manager,Manager,18000,0,29,0,0,18900,2009-10-20,12,>8,30.2,1,3,Máster,NO,73.2,1.6,1,3,12,7,1,0
2670,1999-02-22,29,Soltero,Hombre,0,Comercial,Manager,Manager,18000,0,29,0,0,18900,2007-08-09,14,>8,38.3,1,2,Grado,NO,81.3,2.7,1,2,12,7,1,0
2671,1975-04-03,49,Casado,Hombre,5,Producción,Operario,Operario,25000,1211,28,280,896,28756.35,2010-10-03,11,>8,32.2,0,2,Máster,NO,16.8,3.3,1,3,11,9,1,1
2672,1978-10-30,46,Casado,Hombre,1,Producción,Técnico Nivel C,IT Soporte Interno,16000,0,33,333,0,17149.65,2010-11-19,10,>8,21.7,0,4,Máster,NO,36.9,2.2,1,3,5,9,1,1
2673,1979-02-07,47,Soltero,Hombre,0,Soporte y Mantenimiento,Técnico de Soporte,Técnico Nivel B,31000,1455,32,483,0,34584.9,2012-01-10,9,>8,36.4,3,1,Máster,NO,25.5,0.2,1,3,6,8,1,0
2674,1989-02-28,37,Soltero,Hombre,0,Administración y Finanzas,Administrativo,Técnico Nivel B,31000,1481,28,423,0,34549.2,2012-09-19,9,>8,23,2,3,FP Superior,NO,33.9,2,1,1,6,5,1,0
2677,1974-01-17,50,Casado,Hombre,3,Soporte y Mantenimiento,Técnico de Soporte,Técnico de Soporte,28000,1456,37,365,0,31312.05,2009-11-20,11,>8,34.6,0,9,Máster,NO,20.6,1.9,1,3,10,8,1,1
2681,1983-11-16,49,Soltero,Hombre,1,Comercial,Comercial,IT Soporte Interno,16000,0,33,325,0,17141.25,2019-02-24,2,<2,91.8,0,6,Máster,NO,58,1.6,1,3,5,7,1,0
2682,1978-02-04,50,Casado,Hombre,1,Producción,Manager,Operario,25000,1262,39,394,1105,29149.05,2013-11-22,7,6-8,87.1,1,5,Grado,NO,22.7,2.6,1,2,11,9,1,1
2683,1980-01-04,48,Soltero,Hombre,0,Producción,Técnico Nivel C,Técnico Nivel C,17000,0,28,499,0,18373.95,2014-06-17,7,6-8,138.3,0,1,Grado,SI,43.8,3.5,0,2,8,9,1,0
2689,1978-06-03,44,Casado,Hombre,2,IT,Técnico de Soporte,Técnico Nivel C,17000,0,46,833,0,18724.65,2008-08-25,13,>8,38,3,0,Máster,SI,27.7,0.7,0,3,8,4,1,1
2695,1961-01-01,64,Soltero,Hombre,0,Producción,Operario,Técnico de Soporte,28000,1383,27,274,0,31139.85,2010-08-31,11,>8,32.3,1,8,FP Superior,NO,28.1,2.8,1,1,10,9,1,0
2697,1989-10-17,35,Soltero,Hombre,0,Producción,Operario,Técnico Nivel C,17000,0,26,464,0,18337.2,2010-11-14,10,>8,29.2,3,4,FP Superior,NO,47.1,4.3,1,1,8,9,1,0
2702,1969-11-28,53,Casado,Hombre,1,Compras,Manager,Técnico de Soporte,28000,1403,32,321,0,31210.2,2009-03-01,12,>8,35.9,1,1,Máster,SI,15,0.2,0,3,10,6,1,1
2703,1970-12-29,53,Divorciado,Hombre,3,Administración y Finanzas,Director,Técnico Nivel B,31000,1464,29,432,0,34540.8,2009-08-16,12,>8,28.7,1,2,Grado,NO,16.3,1.8,1,2,6,5,1,2
2711,1997-02-23,32,Casado,Hombre,3,Investigación y Desarrollo,Gerente,Gerente,35000,0,51,924,0,37720.2,2010-07-26,11,>8,37,3,0,Grado,SI,30.3,1,0,2,3,2,1,1
2712,1999-10-11,33,Soltero,Hombre,1,IT,Técnico Nivel A,Técnico Nivel B,31000,1488,28,419,0,34552.35,2018-12-19,2,<2,77.6,2,4,Grado,NO,30.4,0.2,1,2,6,4,1,0
2714,1974-02-15,51,Divorciado,Hombre,3,Comercial,Manager,Ingeniero I+D,45000,0,38,1249,0,48561.45,2010-09-20,11,>8,29.4,3,0,FP Superior,NO,40.6,0.7,1,1,0,7,1,2
2715,1970-05-15,58,Soltero,Hombre,0,Producción,Operario,Operario,25000,1281,36,356,409,28398.3,2014-03-08,7,6-8,114.7,2,2,Máster,NO,26.1,4.1,1,3,11,9,1,0
2716,2006-12-15,25,Soltero,Hombre,0,Producción,Operario,Operario,25000,1287,38,377,2498,30619.05,2017-12-02,3,2-4,49.5,1,4,Grado,NO,26.7,4.2,1,2,11,9,1,0
2719,1983-07-22,44,Soltero,Hombre,0,Compras,Administrativo,Técnico de Soporte,28000,1138,30,295,0,30904.65,2013-07-25,8,>8,24.8,0,1,Máster,SI,66.3,0.1,0,3,10,6,1,0
2720,1994-06-13,28,Soltero,Hombre,0,Comercial,Comercial,Técnico Nivel A,28000,1388,26,383,0,31258.5,2008-05-28,13,>8,34.5,2,1,Máster,NO,74.1,0.5,1,3,4,7,1,0
2725,1995-07-19,33,Casado,Hombre,1,Investigación y Desarrollo,Manager,Gerente,35000,0,38,692,0,37476.6,2011-04-22,10,>8,35.2,4,0,Grado,NO,62.1,1.4,1,2,3,2,1,1
2727,1996-05-16,35,Soltero,Hombre,1,Soporte y Mantenimiento,Técnico de Soporte,Técnico Nivel B,31000,1451,36,533,0,34633.2,2017-12-05,3,2-4,43.2,3,4,Máster,NO,21.6,0.8,1,3,6,8,1,0
2729,1967-03-06,57,Soltero,Hombre,0,Producción,Operario,Ingeniero I+D,45000,0,27,888,0,48182.4,2009-10-19,12,>8,38.5,1,1,FP Superior,NO,45.6,3.7,1,1,0,9,1,0
2736,1982-07-06,48,Casado,Hombre,1,Producción,Operario,Operario,25000,1262,40,396,2222,30324,2017-01-03,4,2-4,42.6,2,2,Grado,NO,14.8,2.7,1,2,11,9,1,1
2737,2001-06-01,26,Soltero,Hombre,0,Comercial,Comercial,Técnico Nivel A,28000,1361,26,392,0,31240.65,2013-01-07,8,>8,34.9,1,1,Máster,NO,72.9,0,1,3,4,7,1,0
2740,1971-09-03,55,Divorciado,Hombre,0,Comercial,Comercial,Técnico Nivel B,31000,1403,35,521,0,34570.2,2013-03-18,8,>8,38.7,0,1,Grado,NO,61,0.8,1,2,6,7,1,2
2743,1982-08-24,49,Casado,Hombre,1,Producción,Operario,Técnico Nivel B,31000,1435,36,534,0,34617.45,2017-08-28,4,2-4,51.2,1,0,Grado,NO,45.4,1.4,1,2,6,9,1,1
2744,2005-12-25,28,Soltero,Hombre,2,Comercial,Comercial,Manager,18000,0,28,0,0,18900,2018-04-04,3,2-4,63.3,1,1,FP Superior,NO,67.7,1.8,1,1,12,7,1,0
2744,2000-02-28,28,Soltero,Hombre,2,Comercial,Comercial,Manager,18000,0,28,0,0,18900,2012-06-07,9,>8,31.5,1,1,Máster,NO,58.1,2.3,1,3,12,7,1,0
2748,1973-11-09,55,Casado,Hombre,0,Soporte y Mantenimiento,Técnico de Soporte,Ingeniero I+D,45000,0,28,928,0,48224.4,2014-10-19,7,6-8,119.5,1,1,Máster,NO,45.7,1,1,3,0,8,1,1
2758,1982-07-29,40,Soltero,Hombre,0,Comercial,Técnico Nivel A,Técnico Nivel B,31000,1423,25,378,0,34441.05,2008-05-17,13,>8,38,1,2,Máster,NO,75.9,2.7,1,3,6,7,1,0
2759,2000-12-10,33,Soltero,Hombre,0,Compras,Técnico Nivel B,Técnico Nivel C,17000,0,37,660,0,18543,2019-07-10,2,<2,82.1,4,1,Máster,SI,27.3,1.2,0,3,8,6,1,0
2763,1976-04-13,47,Casado,Hombre,0,Investigación y Desarrollo,Técnico I+D,Comercial,17000,961,46,456,1542,20956.95,2009-08-24,12,>8,20.2,1,3,FP Medio,NO,54,1,1,0,9,2,1,1
2764,1996-08-19,34,Soltero,Hombre,0,Investigación y Desarrollo,Administrativo,Gerente,35000,0,54,965,0,37763.25,2009-09-29,12,>8,39.9,2,0,Grado,NO,21.8,1.9,1,2,3,2,1,0
2767,2004-09-17,29,Soltero,Hombre,1,Compras,Manager,Técnico Nivel A,28000,1395,28,426,0,31312.05,2019-09-20,2,<2,62.9,2,0,Máster,NO,36.9,0.2,1,3,4,6,1,0
2771,1981-07-24,48,Casado,Hombre,1,Producción,Operario,Técnico Nivel B,31000,1481,27,398,0,34522.95,2015-11-15,5,4-6,30,1,4,Máster,NO,29,3.6,1,3,6,9,1,1
2772,2001-05-30,23,Soltero,Hombre,0,IT,Técnico de Soporte,Comercial,17000,970,36,362,1212,20521.2,2010-09-12,11,>8,33.6,1,1,Grado,NO,22.4,0.8,1,2,9,4,1,0
2776,1984-12-14,47,Soltero,Hombre,0,Soporte y Mantenimiento,IT Soporte Interno,Ingeniero I+D,45000,0,33,1089,0,48393.45,2018-02-09,3,2-4,58.2,1,0,FP Superior,NO,30.9,0.8,1,1,0,8,1,0
2779,1991-01-18,31,Soltero,Hombre,1,Compras,Técnico Nivel A,Técnico Nivel B,31000,1493,35,518,0,34661.55,2008-03-11,13,>8,39.9,3,0,Grado,NO,40.3,2.4,1,2,6,6,1,0
2784,1967-07-30,63,Casado,Hombre,1,Comercial,Comercial,Ingeniero I+D,45000,0,31,1024,0,48325.2,2016-10-12,5,4-6,42.3,1,0,Máster,NO,52,0.6,1,3,0,7,1,1
2785,1979-06-15,42,Soltero,Hombre,1,Producción,Operario,Técnico Nivel A,28000,1352,28,413,0,31254.3,2007-08-16,14,>8,23.4,0,1,Máster,NO,28.7,5.2,1,3,4,9,1,0
2786,2011-10-26,31,Casado,Hombre,4,Comercial,Administrativo,Manager,18000,0,28,0,0,18900,2018-05-19,3,2-4,53.3,0,0,Grado,NO,64.1,0.1,1,2,12,7,1,1
2786,2011-07-26,31,Casado,Hombre,4,Comercial,Administrativo,Manager,18000,0,28,0,0,18900,2018-02-16,3,2-4,55.4,0,3,FP Superior,NO,74.8,1.2,1,1,12,7,1,1
2787,1974-09-03,48,Soltero,Hombre,0,Investigación y Desarrollo,Técnico I+D,Ingeniero I+D,45000,0,26,866,0,48159.3,2008-10-18,13,>8,22.8,1,0,FP Superior,NO,58.6,2.3,1,1,0,2,1,0
2789,1967-01-18,61,Divorciado,Hombre,4,Soporte y Mantenimiento,Técnico Nivel C,Operario,25000,1242,33,330,2374,30393.3,2014-06-11,7,6-8,97.9,1,3,Grado,NO,36.8,1.4,1,2,11,8,1,2
2790,1970-01-16,58,Divorciado,Hombre,0,Compras,Manager,Técnico Nivel B,31000,1439,26,390,0,34471.5,2014-03-30,7,6-8,100.3,3,0,FP Superior,NO,47.9,1.2,1,1,6,6,1,2
2792,1983-09-13,42,Soltero,Hombre,1,Producción,Técnico Nivel A,Técnico Nivel A,28000,1397,27,410,0,31297.35,2011-06-05,10,>8,39.8,1,1,Máster,NO,30.2,3.6,1,3,4,9,1,0
2797,1972-02-02,50,Casado,Hombre,4,Producción,Técnico Nivel B,Técnico de Soporte,28000,1002,31,313,0,30780.75,2008-01-28,13,>8,35.5,2,7,Máster,NO,59.4,2.8,1,3,10,9,1,1
2798,2000-01-09,31,Soltero,Hombre,0,Producción,Operario,Operario,25000,1274,27,272,471,28367.85,2016-12-18,4,2-4,49,1,2,Máster,NO,52.9,2.8,1,3,11,9,1,0
2800,1969-01-11,58,Casado,Hombre,1,Producción,Operario,Ingeniero I+D,45000,0,29,951,0,48248.55,2012-08-12,9,>8,28.8,1,1,Máster,NO,47.4,3.5,1,3,0,9,1,1
2805,1984-10-08,47,Casado,Hombre,3,Comercial,Técnico Nivel A,Técnico Nivel A,28000,1393,29,429,0,31313.1,2017-11-11,3,2-4,42.7,0,1,Máster,NO,53.9,1.1,1,3,4,7,1,1
2806,2004-07-24,23,Soltero,Hombre,1,Producción,Operario,Técnico de Soporte,28000,1750,26,260,0,31510.5,2014-01-05,7,6-8,113.6,1,1,FP Superior,NO,43.4,4.5,1,1,10,9,1,0
2807,1968-10-13,59,Soltero,Hombre,1,Producción,Manager,Técnico Nivel C,17000,0,32,573,0,18451.65,2014-03-09,7,6-8,129.1,3,4,Grado,SI,15.9,3,0,2,8,9,1,0
2810,1984-08-11,38,Casado,Hombre,2,Marketing,Manager,Técnico Nivel A,28000,1380,30,448,0,31320.45,2008-10-25,13,>8,25.4,3,0,Grado,NO,61.8,0.1,1,2,4,1,1,1
2811,1972-09-30,60,Divorciado,Hombre,0,Producción,Operario,Ingeniero I+D,45000,0,33,1093,0,48397.65,2018-05-27,3,2-4,65.6,3,1,Grado,NO,60.3,4,1,2,0,9,1,2
2815,1986-01-07,47,Soltero,Hombre,0,Comercial,Comercial,Técnico Nivel C,17000,0,48,859,0,18751.95,2019-04-28,2,<2,60.8,3,3,FP Medio,NO,58.5,0.8,1,0,8,7,1,0
2820,1969-03-07,56,Soltero,Hombre,2,Soporte y Mantenimiento,Técnico de Soporte,Operario,25000,1246,30,298,614,28515.9,2011-03-05,10,>8,36.3,1,4,Grado,NO,12.6,1.9,1,2,11,8,1,0
2828,1975-12-10,54,Casado,Hombre,2,IT,Técnico de Soporte,Operario,25000,1244,29,287,1511,29445.15,2016-05-06,5,4-6,40.8,2,5,Máster,NO,37.5,1.8,1,3,11,4,1,1
2829,1961-03-01,61,Divorciado,Hombre,1,Producción,Técnico Nivel A,IT Soporte Interno,16000,0,36,364,0,17182.2,2007-10-19,14,>8,37.9,0,3,Máster,NO,26.5,5.2,1,3,5,9,1,2
2830,1984-11-01,40,Soltero,Hombre,0,Compras,Manager,Comercial,17000,984,42,422,232,19569.9,2010-11-10,10,>8,35.5,1,2,Grado,NO,27.7,0.8,1,2,9,6,1,0
2831,2011-03-09,22,Soltero,Hombre,0,Soporte y Mantenimiento,Manager,Técnico Nivel A,28000,1393,27,411,0,31294.2,2019-07-16,2,<2,82.2,1,1,Máster,NO,57.4,0.5,1,3,4,8,1,0
2842,1989-06-12,32,Soltero,Hombre,2,Comercial,Comercial,Comercial,17000,984,32,321,1919,21235.2,2007-06-28,14,>8,38.2,1,1,FP Superior,NO,70.8,0.1,1,1,9,7,1,0
2848,1976-06-07,45,Soltero,Hombre,0,Compras,Técnico Nivel B,Técnico Nivel A,28000,1305,26,383,0,31172.4,2007-05-04,14,>8,25.2,2,0,Grado,NO,24.8,2.4,1,2,4,6,1,0
2849,1976-11-22,55,Casado,Hombre,3,Compras,Técnico Nivel A,Comercial,17000,966,49,492,1600,21060.9,2017-09-06,4,2-4,45.2,1,5,Grado,NO,24.3,2.3,1,2,9,6,1,1
2854,1988-03-29,35,Soltero,Hombre,0,Marketing,Técnico Nivel B,Técnico de Soporte,28000,1337,30,305,0,31124.1,2009-02-28,12,>8,33,2,5,FP Superior,SI,31.2,2,0,1,10,1,1,0
2855,1981-11-26,51,Divorciado,Hombre,5,Compras,Manager,Técnico Nivel C,17000,0,29,519,0,18394.95,2018-07-11,3,2-4,60.7,3,4,FP Superior,NO,14.8,2.6,1,1,8,6,1,2
2859,1959-03-18,63,Soltero,Hombre,0,Producción,Operario,Técnico Nivel B,31000,1441,39,581,0,34673.1,2008-05-20,13,>8,28.2,2,2,FP Superior,NO,32.3,3.9,1,1,6,9,1,0
2864,1996-02-28,27,Soltero,Hombre,0,Producción,Operario,Operario,25000,1242,31,308,2301,30293.55,2009-08-11,12,>8,36.5,1,5,Grado,NO,19.8,5.3,1,2,11,9,1,0
2871,1969-03-29,57,Casado,Hombre,5,IT,Técnico de Soporte,Técnico Nivel B,31000,1438,29,437,0,34518.75,2011-12-10,9,>8,35,2,4,Grado,NO,12.7,0.6,1,2,6,4,1,1
2875,1975-02-08,55,Casado,Hombre,0,Comercial,Comercial,Operario,25000,1288,25,255,1784,29742.3,2016-07-14,5,4-6,41.8,2,2,Máster,NO,64.7,0.1,1,3,11,7,1,1
2878,1990-03-08,34,Soltero,Hombre,1,Comercial,Comercial,Técnico Nivel A,28000,1309,27,405,0,31198.65,2010-04-21,11,>8,33.3,1,0,Máster,NO,63,0.9,1,3,4,7,1,0
2879,1989-07-17,33,Soltero,Hombre,1,Marketing,Técnico Nivel B,Técnico de Soporte,28000,1388,39,390,0,31266.9,2009-01-24,12,>8,33.6,2,2,Máster,NO,48.1,1.2,1,3,10,1,1,0
2880,1974-10-05,49,Soltero,Hombre,0,Soporte y Mantenimiento,Técnico de Soporte,Ingeniero I+D,45000,0,40,1315,0,48630.75,2009-06-27,12,>8,24.2,1,0,FP Superior,NO,30.5,1.9,1,1,0,8,1,0
2884,1995-12-12,30,Soltero,Hombre,0,Producción,Operario,Técnico Nivel A,28000,1360,26,393,0,31240.65,2011-07-27,10,>8,27.1,1,0,Máster,NO,69.7,4.4,1,3,4,9,1,0
2889,1989-12-07,40,Soltero,Hombre,0,Investigación y Desarrollo,Técnico I+D,Operario,25000,1201,28,278,1523,29402.1,2016-04-05,5,4-6,41.5,1,2,Máster,NO,38.5,1,1,3,11,2,1,0
2902,1979-12-29,43,Casado,Hombre,0,Producción,Técnico Nivel C,Comercial,17000,997,35,346,1865,21218.4,2009-01-28,12,>8,35.6,1,3,FP Superior,NO,63.4,4,1,1,9,9,1,1
2903,1978-01-15,49,Divorciado,Hombre,1,Comercial,Comercial,Comercial,17000,968,34,339,353,19593,2012-10-14,9,>8,38.5,0,1,FP Superior,NO,79,1.5,1,1,9,7,1,2
